"name","name_root","hypernym"
"iz düşümü","iz düşüm","['yüzde', 'cm', 'sabit', 's']"
"iz düşümü","iz düşüm","['düzlem', 'cis', 'cisim', 'sabit']"
"iz (II)","iz ( ii )","['iz', 'sin', 'di', 'e']"
"iz (II)","iz ( ii )","['şeyin', 'iz', 'işaret']"
"iz (II)","iz ( ii )","['iz', 'belirti', 'işaret']"
"iz (II)","iz ( ii )","['iz', 'işaret']"
"iz (II)","iz ( ii )","['iz', 'işaret', 'şeyin']"
"İbranca","i̇branca","['kelime', 'dil', 'harf']"
"İbrani","i̇brani","['yahudi', 'yahu', 'kav', 'sami', 'arap']"
"İbranice","i̇branice","['kelime', 'dil', 'metin', 'lis', 'kitab']"
"İbranice","i̇branice","['dil', 'sami', 'kelime', 'harf']"
"İdris ağacı","i̇dris ağac","['meyve', 'ağaç', 'kiraz']"
"İdris otu","i̇dris ot","['şah']"
"İğdir","i̇ğdir","['i ğ', 'g', 'boy']"
"İhlas (II)","ihlas ( ii )","['sure', 'nas']"
"İkinci Zaman","iki zaman","['devr', 'süre']"
"İkizler","i̇kizler","['burç', 'boğa', 'i kiz', 'ikiz']"
"İlah","i̇lah","['rab', 'rab', 'ilah']"
"İlk Çağ","ilk ","['çağ', 'efsane', 'dönem']"
"İncil","i̇ncil","['vah', 'i ncil', 'kitab', 'sure']"
"İnegöl köftesi"," köfte","['kebap', 'hamur', 'köfte']"
"İngiliz","i̇ngiliz","['yahudi', 'müslüman', 'i ngiliz', 'halk']"
"İngiliz","i̇ngiliz","['müslüman', 'yahudi', 'müslüman']"
"İngilizce","i̇ngilizce","['dil', 'kelime', 'lis', 'türkçe', 'i ngilizce']"
"İngilizce","i̇ngilizce","['dil', 'kelime', 'i ngilizce', 'günlük', 'türkçe']"
"İngiliz anahtarı","i̇ngiliz anahtar","['i ngiliz', 'anahtar', 'i sviçre', 'vida']"
"İngiliz ipi","i̇ngiliz ip","['ip']"
"İngiliz İngilizcesi","i̇ngiliz i̇ngilizce","['dil', 'kelime', 'i ngilizce', 'i ngiliz', 'terim']"
"İngiliz sicimi","i̇ngiliz sicim","['i ngiliz', 'mil', 'kat']"
"İngiliz siyaseti","i̇ngiliz siyaset","['siyas']"
"İngiliz tuzu","i̇ngiliz tuz","['tuz', 'i ngiliz', 'maden', 'vitamin']"
"İranist","i̇ranist","['yahudi', 'müslüman', 'alevi']"
"İranistik","i̇ranistik","['dil', 'dille', 'kelime', 'devlet', 'lis']"
"İranlı","i̇ran","['arap', 'müslüman', 'yahudi']"
"İrlandalı","i̇rlanda","['yahudi', 'müslüman', 'ha', 'müslüman']"
"İsa","i̇sa","['yahudi', 'rab', 'insan', 'mesih', 'hıristiyan']"
"İsevi","i̇sevi","['yahudi', 'hristiyan', 'kav', 'kabil']"
"İsevilik","i̇sevilik","['din', 'kilise', 'hristiyan', 'kilise']"
"İshak kuşu","i̇shak kuş","['şah', 'kah']"
"İskandinav","i̇skandinav","['dil', 'ülke', 'devlet']"
"İskandinav","i̇skandinav","['yahudi', 'dil', 'yerli', 'i ngiliz', 'türk']"
"İskandinavyalı","i̇skandinavya","['yahudi', 'müslüman', 'müslüman', 'türk']"
"İskandinav dilleri","i̇skandinav dil","['bütün', 'dil', 'arada']"
"İskitçe","i̇skitçe","['dil', 'lis', 'türkçe']"
"İskitçe","i̇skitçe","['dil', 'kelime', 'lis', 'türkçe']"
"İskitler","i̇skit","['türk', 'kav', 'halk', 'yerli', 'halkla']"
"İskoç","i̇skoç","['yahudi', 'yerli', 'i ngiliz', 'aile']"
"İskoç","i̇skoç","['yahudi', 'i ngiliz', 'müslüman', 'yerli']"
"İskoçça","i̇skoçça","['dil', 'i ngilizce', 'kelime', 'lis', 'i ngiliz']"
"İskoçça","i̇skoçça","['dil', 'kelime', 'i ngilizce', 'lis', 'harf']"
"İskoçyalı","i̇skoçya","['yahudi', 'rahip', 'i ngiliz', 'ha']"
"İslam","i̇slam","['i slam']"
"İslam","i̇slam","['i slam']"
"İslamcı","i̇slamcı","['müslüman']"
"İslamcılık","islamcılık","['islamcılık']"
"İslamiyet","islamiyet","['islamiyet']"
"İslamlaşma","i̇slamlaş","['ibadet']"
"İslamlaştırma","i̇slamlaş","['görev', 'ibadet']"
"İslamlık","i̇slam","['din']"
"İslam gizemciliği","i̇slam gizemci","['kut', 'mucize']"
"İslam hukuku","i̇slam hukuk","['hukuk']"
"İslav","i̇slav","['dil', 'türk', 'millet', 'yahudi', 'devlet']"
"İslavca","i̇slavca","['dil', 'kelime', 'harf', 'türkçe']"
"İslavcılık","islavcılık","['din', 'mezheb', 'milliyet', 'dil']"
"İslavist","i̇slavist","['yahudi', 'müslüman', 'din']"
"İslavistik","i̇slavistik","['dil', 'din', 'devlet', 'kelime', 'sistem']"
"İsloven","i̇sloven","['şehir', 'il', 'ilçe', 'bulgar']"
"İspanyol","i̇spanyol","['yahudi', 'müslüman', 'müslüman', 'köle']"
"İspanyol","i̇spanyol","['yahudi', 'köle', 'yerli', 'dil']"
"İspanyolca","i̇spanyolca","['dil', 'kelime', 'metin', 'lis', 'harf']"
"İspanyolca","i̇spanyolca","['dil', 'kelime', 'latin', 'lis']"
"İspanyol dansı","i̇spanyol dans","['rit', 'dans', 'oyun', 'hareket']"
"İspanyol müziği","i̇spanyol müziğ","['rit', 'müzik', 'orkestra', 'dans']"
"İspanyol nezlesi","i̇spanyol nezle","['grip', 'hastalık']"
"İsrafil","i̇srafil","['cin', 'melek', 'mel']"
"İsrailli","i̇srail","['yahudi']"
"İstanbul efendisi","i̇stanbul efendi","['müslüman', 'yahudi']"
"İstanbul kekiği","i̇stanbul kekik","['orman', 'yaban']"
"İsveççe","i̇sveççe","['dil', 'kelime', 'lis', 'dille', 'türkçe']"
"İsveççe","i̇sveççe","['dil', 'lis', 'kelime', 'i ngilizce', 'türkçe']"
"İsveçli","i̇sveçli","['müslüman', 'yahudi', 'müslüman', 'türk']"
"İsviçreli","i̇sviçre","['yahudi', 'müslüman', 'türk', 'müslüman']"
"İtalyan","i̇talyan","['yahudi', 'müslüman', 'türk', 'rum']"
"İtalyan","i̇talyan","['yahudi', 'dil', 'katolik']"
"İtalyanca","i̇talyanca","['dil', 'kelime', 'lis', 'metin', 'terim']"
"İtalyanca","i̇talyanca","['dil', 'kelime', 'i ngilizce', 'türkçe']"
"İzmir köftesi","i̇zmir köfte","['mez', 'köfte', 'i zmir', 'yemek']"
"jaguar","jaguar","['kedi', 'meme', 'cins', 'hayvan']"
"jaketatay","jaketatay","['ceket', 'elbise', 'giysi', 'giy']"
"jakoben","jakoben","['rahip', 'din', 'tarikat', 'kilise', 'ha']"
"jakoben","jakoben","['kale', 'cami', 'yerde']"
"jakoben","jakoben","['parti', 'din', 'devlet']"
"jakobenizm","jakobenizm","['moda', 'burjuva', 'ideal']"
"jakuzi","jakuzi","['havuz', 'spa', 'ibadet', 'terapi']"
"jale","jale","['su']"
"jaluzi","jaluzi","['perde', 'pencere', 'sistem', 'örtü', 'kapı']"
"jambon","jambon","['et', 'gıda', 'yemek']"
"jambonluk","jambonluk","['hayvan', 'domuz', 'ibadet']"
"jandarma","jandarma","['asker', 'mil', 'memur']"
"jandarma","jandarma","['asker', 'kuvvet', 'memur']"
"jandarma","jandarma","['asker', 'silahlı', 'askerî', 'memur']"
"jandarmalık","jandarma","['görev', 'memur']"
"jandarmalık","jandarma","['görev', 'meslek']"
"jandarma karakolu","jandarma karakol","['mahalle', 'kale', 'köy', 'karakol']"
"janr","janr","['nevi', 'tarz', 'cins']"
"jant","jant","['araç', 'fren', 'mil', 'cis']"
"Japon","japon","['yahudi', 'dil', 'yerli']"
"Japon","japon","['yahudi', 'müslüman', 'türk']"
"Japonca","japonca","['dil', 'kelime', 'lis', 'türkçe']"
"Japonca","japonca","['dil', 'kelime', 'lis', 'alfab', 'dille']"
"Japon armudu","japon armud","['bitki', 'meyve']"
"Japon bezi","japon bez","['bez', 'bezi']"
"Japon denizi","japon deniz","['okyanus', 'deniz', 'kara', 'kıta']"
"Japon elması","japon elmas","['elmas', 'meyve', 'maden', 'bitki']"
"Japon gülü","japon gül","['japon']"
"Japon hurması","japon hurma","['kıt', 'kat']"
"Japon kaktüsü","japon kaktüs","['japon', 'ağaç', 'meyve']"
"Japon sarmaşığı","japon sarmaşık","['asa', 'bitki']"
"jargon","jargon","['dil', 'dilin', 'terim', 'kelime']"
"jarse","jarse","['kumaş', 'elbise', 'giysi']"
"jarse","jarse","['elbise', 'giysi', 'giy', 'met']"
"jartiyer","jartiyer","['elbise', 'giysi', 'parça', 'aksesuar']"
"je","je","['harf', 'türk', 'harfi', 'dil', 'türkçe']"
"jel","jel","['krem', 'jel', 'vitamin', 'kür', 'antibiyotik']"
"jelatin","jelatin","['madde', 'metal', 'jel', 'cis']"
"jelatin","jelatin","['jel', 'sıvı', 'protein', 'metal', 'madde']"
"jelatinleme","jelatinleme","['işlem', 'is']"
"jeloz","jeloz","['sıvı', 'su', 'madde', 'gaz']"
"jen","jen","['cis', 'may']"
"jenerasyon","jenerasyon","['nes']"
"jeneratör","jeneratör","['makine', 'araç', 'enerji', 'elektrik', 'motor']"
"jenerik","jenerik","['dizi', 'cd', 'dvd', 'film']"
"jenosit","jenosit","['devlet', 'ülke', 'millet']"
"jeodezi","jeodez","['ölçme', 'yüzde', 'sistem', 'derece']"
"jeodinamik","jeodinamik","['sistem', 'ölçme', 'bilim', 'sabit', 'ilim']"
"jeofizik","jeofizik","['bilim', 'ilim', 'problem', 'teori', 'bilme']"
"jeofizikçi","jeofizikçi","['uzman', 'prof', 'mimar']"
"jeokimya","jeokimya","['bilim', 'element', 'sistem', 'bütün']"
"jeokimyacı","jeokimyacı","['uzman', 'mühendis']"
"jeolog","jeolog","['mimar', 'insan', 'mühendis', 'uzman']"
"jeoloji","jeoloji","['bilim', 'dil', 'fen', 'di']"
"jeomorfolog","jeomorfolog","['uzman', 'mühendis', 'mimar', 'insan']"
"jeomorfoloji","jeomorfoloji","['bilim', 'matematik', 'bilme', 'sistem', 'doğa']"
"jeopolitik","jeopolitik","['bölge', 'mesele', 'öneme', 'alan', 'ülke']"
"jeopolitik","jeopolitik","['bölge', 'öneme', 'mesele']"
"jeopolitik","jeopolitik","['bölge', 'mesele', 'gerçek']"
"jeosantrizm","jeosantrizm","['jeosantrizm']"
"jeosenklinal","jeosenklinal","['madde', 'bölge', 'kütle']"
"jeotermal enerji","jeotermal enerji","['enerji', 'güneş', 'elektrik', 'buhar', 'su']"
"jeotermi","jeoterm","['enerji', 'met', 'ısı', 'ısın']"
"jeotermi","jeoterm","['enerji', 'enerj', 'met', 'element', 'buhar']"
"jeotropizma","jeotropizma","['yerde']"
"jersey","jersey","['sığır', 'ırk', 'yerli', 'i ngiliz', 'hayvan']"
"jest","jest","['işaret', 'rit', 'refleks']"
"jest","jest","['je', 'refleks']"
"jet","jet","['uçak', 'jet']"
"jeton","jeton","['para', 'mil', 'yüzde', 'jet', 'paranın']"
"jetoncu","jetoncu","['jetoncu']"
"jetonculuk","jetonculuk","['hobi', 'meslek', 'sey']"
"jet motoru","jet motor","['jet', 'benzin', 'motor', 'yakıt']"
"jet yakıtı","jet yakıt","['benzin', 'yakıt', 'met', 'renk', 'oksijen']"
"jig","jig","['rit', 'j', 'do', 'lir']"
"jigolo","jigolo","['erkek', 'gay', 'evli', 'köle', 'kadın']"
"jigololuk","jigololuk","['meslek', 'gay', 'hobi']"
"jikle","jikle","['araç', 'araba', 'motor', 'mil']"
"jile","jile","['elbise', 'giysi', 'giy', 'kıyafet', 'giyim']"
"jilet","jilet","['bıçak']"
"jiletleme","jiletle","['ibadet']"
"jimnastik","jimnastik","['spor', 'idman', 'egzersiz', 'hobi']"
"jimnastik","jimnastik","['yarışma', 'spor', 'dans', 'disiplin']"
"jimnastikçi","jimnastikçi","['er']"
"jimnastikçi","jimnastikçi","['meb']"
"jinekolog","jinekolog","['hekim', 'uzman', 'erkek']"
"jinekoloji","jinekoloji","['tıp', 'bilim', 'tıb', 'muayene', 'psikiyat']"
"jinekoloji","jinekoloji","['tıp', 'bilim', 'tıb', 'uzmanlık', 'tedavi']"
"jips","jips","['araba', 'tekne', 'araç']"
"jiujitsu","jiujitsu","['savaş', 'savunma', 'silah', 'spor', 'savaşçı']"
"jiujitsucu","jiujitsucu","['sporcu', 'insan', 'profesyonel']"
"jogging","jogging","['spor', 'hobi', 'aktivite', 'koşu', 'dans']"
"joker","joker","['joker']"
"joker","joker","['kart', 'para']"
"joker","joker","['kelime']"
"jokey","jokey","['jokey']"
"jokeylik","jokey","['meslek', 'derece']"
"jorjet","jorjet","['kumaş', 'elbise', 'giysi']"
"jorjet","jorjet","['elbise', 'ceket', 'giysi']"
"jöle","jöle","['tatlı', 'meyve', 'şeker', 'su']"
"jöle","jöle","['çorba', 'et', 'tatlı', 'kat']"
"jöle","jöle","['saç', 'boya', 'kat', 'şampuan']"
"jönprömiye","jönprömiye","['memur']"
"judo","judo","['savaş', 'spor', 'dans', 'dövüş']"
"judocu","judoc","['judoc']"
"jul","jul","['cis', 'cisim', 'pi']"
"jurnal","jurnal","['gün', 'süre']"
"jurnal","jurnal","['ihbar', 'red']"
"jurnalci","jurnalci","['jurnalci']"
"jurnalcilik","jurnalci","['meslek', 'zan']"
"jurnalleme","jurnalle","['nevi']"
"juro","juro","['araç', 'spor']"
"jübile","jübile","['hac', 'törenle', 'yılda']"
"jübile","jübile","['süre', 'yılda']"
"jübile","jübile","['tören', 'kut', 'törenle', 'kutlama', 'veda']"
"jübile","jübile","['tören', 'törenle', 'evlilik']"
"Jüpiter","jüpiter","['gezegen', 'güneş', 'güneş', 'jüpiter', 'gök']"
"jüpon","jüpon","['elbise', 'giysi', 'giy', 'kıyafet']"
"jüri","jüri","['üye', 'hakim', 'mahkeme', 'yargıç']"
"jüri","jüri","['üye', 'kurul', 'kurulu']"
"jüt","jüt","['bitki', 'giysi', 'lif']"
"jüt","jüt","['hayvan', 'lif', 'bitki', 'ağaç']"
"kababurun","kababurun","['balık', 'balığı']"
"kabadayı","kabadayı","['kabadayı']"
"kabadayı","kabadayı","['kabadayı']"
"kabadayı","kabadayı","['tabii']"
"kabadayılanma","kabadayılanma","['görev']"
"kabadayılaşma","kabadayılaş","['ille']"
"kabadayılık","kabadayılık","['kabadayılık']"
"kabahat","kabahat","['taksi', 'ceza']"
"kabahat","kabahat","['kabahat']"
"kabahatlilik","kabahatli","['hâl']"
"kabahatsizlik","kabahatsizlik","['kabahatsizlik']"
"kabak","kabak","['bitki', 'meyve', 'ağaç']"
"kabak","kabak","['tatlı', 'ham']"
"kabak","kabak","['tatlı']"
"kabak","kabak","['kabak']"
"kabak","kabak","['diş', 'cis', 'cisim', 'lastik']"
"kabak","kabak","['kıt']"
"kabak","kabak","['hayvan']"
"kabak","kabak","['keman', 'orkestra', 'saz', 'kö', 'mus']"
"kabak","kabak","['bitki', 'sebze', 'meyve', 'tatlı']"
"kabakçı","kabakçı","['ric']"
"kabakgiller","kabakgiller","['fam', 'ağaç', 'orman']"
"kabaklama","kabaklama","['ibadet']"
"kabaklaşma","kabaklaş","['kabaklaş']"
"kabaklık","kabaklık","['ham', 'sebze', 'kav']"
"kabaklık","kabaklık","['durum']"
"kabaklık","kabaklık","['hâl']"
"kabakulak","kabakulak","['bulaşıcı', 'salgın', 'grip']"
"kabakulak otu","kabakulak ot","['mis']"
"kabak çekirdeği","kabak çekirdek","['çekirdek', 'tohum', 'tane']"
"kabak çekirdeği","kabak çekirdek","['çerez', 'yiye', 'yemek', 'tatlı']"
"kabak çiçeği","kabak çiçek","['bitki', 'meyve', 'çiç']"
"kabak dolması","kabak dolma","['yemek', 'mez']"
"kabak kemane","kabak kemane","['keman', 'saz', 'türk', 'zil']"
"kabak tadı","kabak tad","['başka', 'tatlı']"
"kabak tatlısı","kabak tatlı","['tatlı', 'yemek']"
"kabalacılık (II)","kabalacı ( ii )","['özellik', 'd', 'hâl']"
"kabalacılık (I)","kabalacı ( i )","['felsefe', 'ideoloj']"
"kabalacı (II)","kabalac ( ii )","['kabalac ii']"
"kabalacı (I)","kabalac ( i )","['uzman', 'müslüman', 'kişinin']"
"kabalak (II)","kabalak ( ii )","['bitki', 'ağaç', 'fam', 'meyve']"
"kabalak (I)","kabalak ( i )","['şapka']"
"kabalaşma","kabalaş","['kabalaş']"
"kabalaştırma","kabalaştır","['kabalaştır']"
"kabala (I)","kabala ( i )","['kabala i']"
"kabala (I)","kabala ( i )","['ad', 'kelime']"
"kabala (I)","kabala ( i )","['kabala i']"
"kabalık","kabalık","['ille']"
"kabalık","kabalık","['ille']"
"kabalist","kabalist","['müslüman']"
"kaballama","kaballama","['ibadet']"
"kabana","kabana","['oda', 'masa', 'tane', 'yatak']"
"kaban (II)","kaban ( ii )","['elbise', 'giy', 'erkek']"
"kaban (I)","kaban ( i )","['kaban i']"
"kaban (I)","kaban ( i )","['kaban i']"
"kabara","kabara","['ç', 'ip', 'demir']"
"kabara","kabara","['ç', 'ça']"
"kabara","kabara","['şe', 'ç', 'ça']"
"kabarcık","kabarcık","['hacim', 'kütle', 'cisim', 'sıvı']"
"kabarcık","kabarcık","['şekil', 'hali', 'sıvı']"
"kabarcık","kabarcık","['tane', 'cisim', 'kür', 'kütle']"
"kabarcık","kabarcık","['sivilce', 'şiş', 'meme']"
"kabarcıklı düzeç","kabarcık düzeç","['ayna', 'cisim', 'şekil', 'cis']"
"kabare","kabare","['eğlence', 'dans', 'gösteri']"
"kabare","kabare","['bar', 'eğlence']"
"kabareci","kabarec","['ha']"
"kabarecilik","kabarecilik","['eğlence', 'am']"
"kabare tiyatrosu","kabare tiyatro","['tiyatro', 'oyun', 'orkestra']"
"kabarıklık","kabarıklık","['miktar', 'yüzde']"
"kabarık deniz","kabarık deniz","['deniz', 'su', 'dalga']"
"kabarış","kabarış","['şekil', 'işlem']"
"kabarma","kabarma","['kabarma']"
"kabarma","kabarma","['his', 'tepki', 'hiss']"
"kabarma","kabarma","['art']"
"kabarma","kabarma","['dalga', 'art', 'miktar']"
"kabartı","kabartı","['yerde', 'yerin']"
"kabartıcı","kabartıcı","['madde', 'malzeme', 'madd']"
"kabartma","kabartma","['heykel', 'şekil', 'eser', 'ka']"
"kabartma","kabartma","['heykel', 'eser', 'yapı', 'figür', 'ha']"
"kabartma","kabartma","['is']"
"kabartma","kabartma","['şekil', 'heykel', 'biçim']"
"kabartma tozu","kabart toz","['protein', 'karbonhidrat', 'toz', 'şeker', 'tuz']"
"kabaşiş","kabaşiş","['hayvan', 'kabil', 'dil']"
"kaba düzen","kaba düzen","['ille']"
"kaba düzen","kaba düzen","['sistem', 'rit', 'ka']"
"kaba et","kaba et","['kat', 'parça', 'tane', 'kaba']"
"kaba kâğıt","kaba kâğıt","['ka', 'kat']"
"kaba kurgu","kaba kurgu","['ilk', 'film', 'deneme']"
"kaba kuşluk","kaba kuş","['saatte', 'öğle']"
"kaba kuvvet","kaba kuvvet","['ceza', 'af', 'kaba', 'ille', 'şiddet']"
"kaba sıva","kaba sıva","['sıva', 'kat', 'tuğla', 'harç', 'boya']"
"kaba sofu","kaba sofu","['tabii']"
"kaba su","kaba su","['su', 'temiz']"
"kaba yapı","kaba yapı","['gövde', 'yapı', 'temel', 'ka']"
"kaba yel","kaba yel","['kaba yel']"
"kabız","kabız","['nef', 'am']"
"kabız","kabız","['hâl']"
"kabız","kabız","['hasta']"
"kabız","kabız","['am']"
"kabızlık","kabızlık","['hastalık', 'problem']"
"kabile","kabile","['kabil', 'boy']"
"kabiliyet","kabiliyet","['kabiliyet']"
"kabiliyetsizlik","kabiliyetsizlik","['ille']"
"kabin","kabin","['kabin', 'oda', 'adet']"
"kabin","kabin","['uçak', 'oda', 'daire']"
"kabin","kabin","['bölme', 'oda', 'kabin']"
"kabin","kabin","['oda', 'kabin', 'bölme', 'özel']"
"kabine","kabine","['üye', 'memur']"
"kabine","kabine","['devlet', 'hükümet', 'memur', 'daire']"
"kabine","kabine","['devlet', 'memur', 'hükümet']"
"kabine","kabine","['muayene', 'hastane', 'hekim', 'daire']"
"kabin amiri","kabin amir","['görevli', 'memur', 'yetkili']"
"kabir","kabir","['sin', 'ha']"
"kabir azabı","kabir azab","['af']"
"kabir suali","kabir sual","['kab']"
"kabir suali","kabir sual","['su', 'ka', 'tali']"
"kablelmilat","kablelmilat","['mil', 'sema']"
"kablo","kablo","['iletken', 'elektrik', 'tel', 'elektro', 'metal']"
"kablocu","kablocu","['kablocu']"
"kabloculuk","kabloculuk","['meslek', 'mesle', 'müesses']"
"kablolu yayın","kablo yayın","['tv', 'tv', 'televizyon', 'nevi']"
"kabotaj","kabotaj","['deniz', 'geminin', 'gemi']"
"Kabotaj Bayramı"," bayram","['mil', 'tatil', 'deniz']"
"kabotaj gemisi","kabotaj gemi","['gemi', 'deniz', 'geminin']"
"kabotaj hakkı","kabotaj hak","['hakk', 'hakkın']"
"kabristan","kabris","['mezar', 'cami', 'mahalle', 'mahal']"
"kabuk","kabuk","['örtü', 'elbise', 'ka', 'ta']"
"kabuk","kabuk","['yara', 'deri', 'nas', 'tabaka']"
"kabuk","kabuk","['cis', 'cisim', 'kabuk', 'tabaka']"
"kabuk","kabuk","['parça', 'çekirdek', 'kabuk', 'et']"
"kabuk","kabuk","['örtü', 'şeyin', 'ka']"
"kabuklanma","kabuklan","['kabuk', 'dalga']"
"kabuklanma","kabuklan","['kabuklan']"
"kabuklaşma","kabuklaş","['kabuklaş']"
"kabuklular","kabuklu","['insan', 'hayvan']"
"kabuklu bit","kabuk bit","['bit', 'ken']"
"kabuk bilimi","kabuk bilim","['bilim', 'küme', 'di', 'özel', 'deniz']"
"kabuk böcekleri","kabuk böcek","['hayvan', 'kuş', 'böcek']"
"kabuk değiştirme","kabuk değiştir","['süreç', 'değişim', 'değiş', 'yenileme']"
"kabuk kahvesi","kabuk kahve","['kahve', 'tatlı', 'çay', 'içki']"
"kabuk yönetim","kabuk yönetim","['bütün', 'merkez', 'sistem', 'idare']"
"kabul","kabul","['öneri', 'öner', 'tavsiye', 'karar']"
"kabul","kabul","['edi']"
"kabul","kabul","['kabul']"
"kabul","kabul","['ka']"
"kabul","kabul","['red']"
"kabul","kabul","['terk']"
"kabullenme","kabullen","['af']"
"kabul günü","kabul gün","['gün', 'kut']"
"kabul kredisi","kabul kredi","['poli', 'sigorta', 'kredi', 'rehin', 'kef']"
"kabul odası","kabul oda","['oda', 'kat', 'misafir', 'salon']"
"kabul resmi","kabul resmi","['törenle', 'tören', 'belge']"
"kabul salonu","kabul salon","['oda', 'kat', 'tab']"
"kabul töreni","kabul tören","['tören', 'kut']"
"kabul yeri","kabul yer","['oda', 'mes', 'mahal', 'tab']"
"kaburga","kaburga","['kafes', 'çene', 'kemik', 'diş', 'eklem']"
"kaburga","kaburga","['kemik', 'diş', 'gövde', 'mil', 'tane']"
"kaburga","kaburga","['kemik', 'diş', 'parça', 'bütün', 'et']"
"kabza","kabza","['kab']"
"kabzımal","kabzımal","['kabzımal']"
"kabzımallık","kabzımal","['hizmet']"
"kabzımallık","kabzımal","['kabzımal']"
"kaçakçı","kaçakçı","['köle']"
"kaçakçılık","kaçakçılık","['ille', 'af']"
"kaçakçılık","kaçakçılık","['ille', 'suç', 'af', 'ceza']"
"kaçakçılık","kaçakçılık","['ille', 'serbest', 'ticaret', 'ekonomik', 'tic']"
"kaçaklık","kaçak","['ille']"
"kaçamak yol","kaçamak yol","['af', 'çare', 'terk']"
"kaçamak (II)","kaçamak ( ii )","['yemek', 'durum']"
"kaçamak (I)","kaçamak ( i )","['terk']"
"kaçamak (I)","kaçamak ( i )","['yerin']"
"kaçamak (I)","kaçamak ( i )","['terk', 'ille']"
"kaçamak (I)","kaçamak ( i )","['kaçamak i']"
"kaçamak (I)","kaçamak ( i )","['davranış']"
"kaça kaç","kaç kaç","['kaç', 'mi']"
"kaça kaç","kaç kaç","['sayı', 'oyun', 'kaç']"
"kaçgöç","kaçgöç","['din', 'müslüman']"
"kaçıklık","kaçıklık","['deli', 'delil']"
"kaçıklık","kaçıklık","['hastalık', 'tik']"
"kaçık öz","kaçık öz","['ağaç', 'meyve', 'bitki', 'tane', 'ağacın']"
"kaçılma","kaçılma","['af']"
"kaçımsama","kaçımsa","['kaçımsa']"
"kaçınganlık","kaçıngan","['ille', 'başka']"
"kaçınganlık","kaçıngan","['durum']"
"kaçınılmazlık","kaçınılmaz","['ille']"
"kaçınma","kaçın","['kaçın']"
"kaçıntı","kaçıntı","['hayvan']"
"kaçıntı","kaçıntı","['kaçak']"
"kaçın kurası","kaç kura","['kıt']"
"kaçırılma","kaçır","['kaçır']"
"kaçırış","kaçır","['kaçır']"
"kaçırma","kaçırma","['def']"
"kaçırtma","kaçırt","['kaçırt']"
"kaçış","kaçış","['terk']"
"kaçış","kaçış","['kaçış', 'süre', 'kaç', 'kaça']"
"kaçışılma","kaçış","['kaçış']"
"kaçışma","kaçış","['kaçış']"
"kaçkın","kaçkın","['kaçkın']"
"kaçkın","kaçkın","['kaçkın']"
"kaçma","kaçma","['af']"
"kaçmaklık","kaçmak","['durum', 'hâl', 'hali']"
"kadana","kadana","['cins', 'iri']"
"kadastro","kadastro","['di', 'idare', 'devlet', 'meslek']"
"kadastrolama","kadastrolama","['işlem']"
"kadastrolanma","kadastrola","['işlem']"
"kadavra","kadavra","['organ', 'hayvan', 'ölü']"
"kadavralaşma","kadavralaş","['nevi']"
"kadayıf","kadayıf","['tatlı', 'yemek', 'ekmek']"
"kadayıfçı","kadayıfçı","['ric']"
"kadayıfçılık","kadayıfçılık","['ticaret', 'müesses', 'tic']"
"kadeh","kadeh","['içki', 'kadeh']"
"kadeh","kadeh","['bardak', 'kadeh']"
"kadeh","kadeh","['kadeh']"
"kadehçik","kadehçik","['kadeh', 'meyve', 'içki', 'bardak']"
"kadehdaş","kadehdaş","['arkadaş']"
"kadehdaşlık","kadehdaş","['kadehdaş']"
"kadeh arkadaşı","kadeh arkadaş","['kadeh arkadaş']"
"kadeh arkadaşlığı","kadeh arkadaşlık","['içki', 'mec', 'mes']"
"kadem","kadem","['kadem']"
"kadem","kadem","['kadem']"
"kadem","kadem","['kadem']"
"kademe","kademe","['basamak', 'derece', 'kademe', 'kat']"
"kademe","kademe","['kademe', 'birim', 'araç', 'daire', 'hizmet']"
"kademeleme","kademele","['görev', 'işlem', 'sistem']"
"kademelendirme","kademelendir","['görev', 'hizmet']"
"kademelenme","kademelen","['derece', 'kademe', 'görev']"
"kademe ilerlemesi","kademe ilerle","['kademe', 'yıllık']"
"kademhane","kademhane","['tuvalet', 'mes', 'cami']"
"kademsizlik","kademsiz","['kadem', 'ille']"
"kader","kader","['kader']"
"kader","kader","['kader', 'talih', 'şans', 'kaza']"
"kaderci","kader","['ha']"
"kadercilik","kaderci","['ille', 'kader']"
"kaderiye","kaderiye","['ka']"
"kadersizlik","kadersizlik","['ille']"
"kader birliği","kader birlik","['kader']"
"kadı","kadı","['hakim', 'memur', 'hâkim', 'mahkeme']"
"Kadıköy taşı","kadıköy taş","['mücevher', 'mil', 'kadıköy']"
"kadılık","kadı","['mahalle', 'bölge', 'il']"
"kadılık","kadı","['görev']"
"kadın","kadın","['erkek', 'evli', 'erkekle']"
"kadın","kadın","['erkek', 'erkekle']"
"kadın","kadın","['hizmet', 'erkek', 'köle']"
"kadın","kadın","['erkek', 'erkekle', 'evli']"
"kadın","kadın","['erkek', 'dişi', 'erkekle']"
"kadınana","kadınan","['erkek', 'değer', 'kadın']"
"kadınbudu","kadınbudu","['çorba', 'tatlı', 'yemek']"
"kadıncağız","kadıncağız","['erkek', 'evli']"
"kadıncık","kadıncık","['erkek', 'şeye']"
"kadıncık","kadıncık","['kadıncık']"
