"name","name_root","hypernym"
"adi defter","aid defter","['adi', 'ticari', 'işletmenin', 'hukuki']"
"adi kesir","aid kesir","['adi', 'kat', 'ad', 'kıt']"
"adi suçlu","aid suçlu","['aid suçlu']"
"adlandırılma","adlandır","['görev']"
"adlandırma","adlandır","['kelime']"
"adlanma","adla","['adla']"
"adlaşma","adlaş","['adlaş']"
"adlaştırma","adlaş","['adlaş']"
"adliye","adliye","['idare', 'adliye']"
"adliye","adliye","['idare', 'adliye']"
"adliyeci","adliyeci","['meslek', 'memur', 'avukat']"
"adliyecilik","adliyeci","['meslek', 'hukuk', 'mesle', 'memur', 'adliye']"
"adliye mahkemesi","adliye mahkeme","['daire', 'adliye', 'hukuk', 'mahkeme']"
"adliye teşkilatı","adliye teşkilat","['adliye', 'idare', 'teşkilat']"
"adliye vekâleti","adliye vekâlet","['idare']"
"adli makam","adli makam","['mahkeme', 'idare', 'hukuk', 'memur']"
"adli merci","adl merci","['memur', 'mahkeme', 'daire', 'makam']"
"adli polis","adli polis","['polis', 'görevli', 'amir', 'asker']"
"adli polislik","adli polis","['meslek', 'görev', 'hizmet']"
"adli polislik","adli polis","['meslek', 'mesle', 'görev', 'adli']"
"adli sicil","adl sicil","['sicil']"
"adli tabip","adl tabip","['memur', 'hekim', 'uzman']"
"adli tabiplik","adl tabip","['meslek', 'müesses', 'mesle']"
"adli tabiplik","adl tabip","['mesle', 'meslek', 'derece', 'hukuki']"
"adli tatil","adl tatil","['süre', 'ayın']"
"adli tıp","adli tıp","['tıp', 'organ']"
"adli tıp","adli tıp","['tıp', 'tıb', 'hukuk', 'adalet']"
"adli yıl","adli yıl","['yılın', 'yılda']"
"adli zabıta","adl zabıta","['kolluk', 'memur', 'görevli', 'polis']"
"adrenalin","adrenalin","['hormon', 'salgı', 'enerji', 'zehir', 'kan']"
"adres","adres","['yerde']"
"adres","adres","['kişinin']"
"adres defteri","adres defter","['defter', 'mil', 'tar', 'ken']"
"adres kartı","adres kart","['adres', 'şifre', 'kimlik', 'numara', 'kart']"
"adres kitabı","adres kitap","['kitab', 'kitap', 'mil']"
"adres makinesi","adres makine","['araç', 'makine']"
"adres rehberi","adres rehber","['defter', 'bilgisayar', 'sistem', 'pc']"
"adsızlık","adsız","['ille']"
"adsız parmak","ad parmak","['el', 'bilek', 'ad']"
"ad bilimi","ad bilim","['dil', 'bilim', 'di', 'bilme']"
"ad cümlesi","ad cümle","['ism', 'yüklem', 'kelime']"
"ad çekimi","ad çekim","['çekim', 'ism', 'dizi']"
"ad çekme","ad çekme","['nas']"
"ad durumu","ad durum","['hâl', 'ad', 'isim']"
"ad gövdesi","ad gövde","['ad', 'şahıs']"
"ad kökü","ad kök","['ism', 'harf', 'kelime']"
"ad tamlaması","ad tamla","['ism', 'şahıs']"
"ad (II)","ad ( ii )","['şahıs']"
"ad (II)","ad ( ii )","['ad', 'ism']"
"ad (I)","ad ( i )","['ad']"
"ad (I)","ad ( i )","['şahıs', 'ism', 'cis']"
"ad (I)","ad ( i )","['ad', 'değer']"
"ad (I)","ad ( i )","['ad', 'şahıs']"
"aerobik","aerobik","['spor', 'rit', 'egzersiz', 'dans', 'fitness']"
"aerobik solunum","aerobik solunum","['oksijen', 'solunum', 'akciğer', 'hava']"
"aerodinamik","aerodinamik","['cisim', 'cis', 'sistem', 'enerji']"
"aerodinamik","aerodinamik","['sistem', 'cisim', 'cis', 'şekil']"
"aerodinamik","aerodinamik","['sistem', 'enerji', 'cisim', 'cis']"
"aeroloji","aeroloji","['bilim', 'hava', 'fizik', 'fen', 'di']"
"af","af","['af', 'ceza', 'görev']"
"af","af","['af', 'ceza']"
"af","af","['af', 'ceza']"
"afacan","afacan","['ha']"
"afacanlaşma","afacanlaş","['afacanlaş']"
"afacanlık","afacan","['hayvan', 'eğlence', 'oyun']"
"afak","afak","['sema']"
"afakilik","afakilik","['afakilik']"
"afallama","afalla","['afalla']"
"afallaşma","afallaş","['afallaş']"
"afallaştırma","afallaş","['ibadet']"
"afallatma","afallat","['ibadet']"
"afat","afat","['afet', 'vak', 'hâl']"
"afazi","afazi","['sey']"
"aferist","aferist","['aferist']"
"afet","afet","['afet', 'mucize']"
"afet","afet","['afet', 'kaza']"
"afet","afet","['afet']"
"afet","afet","['afet']"
"afet","afet","['afet', 'kaza', 'tabii']"
"afetzede","afetzede","['afetzede']"
"afet istasyonu","afet istasyon","['mahalle', 'itfaiye', 'konteyner', 'konteyn']"
"affedilme","affedil","['af', 'ibadet']"
"affetme","affet","['af']"
"affettirme","affettir","['ibadet']"
"affeyleme","affeyleme","['af', 'ibadet']"
"affolunma","affolu","['af']"
"Afgan","afgan","['müslüman', 'müslüman', 'yahudi', 'kabil', 'türk']"
"Afgan","afgan","['müslüman', 'yahudi', 'kabil', 'arap', 'türk']"
"afi","af","['af']"
"afis","afis","['balık', 'af', 'kelime']"
"afiş","afiş","['afiş', 'poster', 'reklam', 'ilan', 'haber']"
"afişçi","afişçi","['memur', 'şahıs']"
"afişçilik","afişçilik","['resim', 'zan', 'meslek']"
"afişleme","afişle","['is', 'nevi']"
"afiyet","afiyet","['af']"
"afoni","afoni","['ses', 'sey', 'var']"
"aforizm","aforizm","['af', 'ideoloj']"
"aforizma","aforizma","['met']"
"aforoz","aforoz","['günah', 'yahudi', 'ceza']"
"aforozlama","aforozlama","['af', 'ceza']"
"aforozlanma","aforozlanma","['hastalık', 'af']"
"afra tafra","afra tafra","['kelime', 'biçimde']"
"afra tafra","afra tafra","['kelime']"
"Afrikalı","afrika","['müslüman', 'yahudi', 'müslüman']"
"Afrikalılık","afrikalı","['milliyet']"
"Afrika çekirgesi","afrika çekirge","['insan', 'yaban', 'çekir']"
"Afrika domuzu","afrika domuz","['yaban', 'insan', 'hayvan', 'sığır']"
"Afrika menekşesi","afrika menekşe","['bitki', 'meyve', 'çiçek']"
"afsun","afsun","['af']"
"afsuncu","afsuncu","['cin', 'kah', 'ha']"
"afsunculuk","afsunculuk","['afsunculuk']"
"afsunlama","afsunla","['afsunla']"
"afsunlanma","afsunla","['af']"
"Afşar","afşar","['avşar', 'türk', 'oğuz', 'boy']"
"aft","aft","['bitki', 'meyve']"
"aftos","aftos","['sey']"
"afur tafur","afur tafur","['af']"
"afyon","afyon","['zehir', 'uyuşturucu', 'anti', 'af', 'hap']"
"afyonkeş","afyonkeş","['afyonkeş']"
"afyonkeşlik","afyonkeşlik","['nevi', 'başka']"
"afyonlama","afyonlama","['afyonlama']"
"afyonlanma","afyonla","['af']"
"Afyon kaymağı","afyon kaymak","['tatlı', 'ş', 'tuz']"
"afyon ruhu","afyon ruh","['şifa', 'su', 'bitki']"
"agami","agami","['hayvan', 'kuş', 'insan', 'cin']"
"aganta","aganta","['asa']"
"agaragar","agaragar","['sıvı', 'metal', 'mineral', 'madde']"
"agel","agel","['köle', 'han', 'sey']"
"aglütinasyon","aglütinasyon","['hastalık']"
"aglütinin","aglüt","['çeşidi', 'parçası', 'etkisi', 'nevi']"
"agnosi","agnos","['hastalık', 'tik', 'belirti']"
"agnostik","agnostik","['fenomen']"
"agnostik","agnostik","['kavram', 'fenomen', 'var']"
"agnostisizm","agnostisizm","['fenomen', 'var', 'bilme']"
"agnozi","agnoz","['tik', 'psikiyat', 'zihinsel', 'refleks', 'sinir']"
"Agop","agop","['kaz', 'kazı', 'arke', 'at', 'kaz']"
"agora","agora","['meydan', 'kale', 'pazar', 'şehir']"
"agorafobi","agorafobi","['tik', 'psikolojik']"
"agraf","agraf","['heykel', 'kelime']"
"agrafi","agrafi","['dünya']"
"agrandisman","agrandisman","['insan', 'sey', 'kis']"
"agrandisör","agrandisör","['fotoğrafçı', 'makine', 'makina', 'fotoğraf', 'kamera']"
"agrega","agreg","['yapı', 'cisim', 'kütle', 'hacim']"
"agreman","agreman","['aktivite', 'spor', 'egzersiz', 'is']"
"agresiflik","agresif","['özellik', 'problem']"
"agronomi","agronomi","['bilim', 'meslek', 'fen', 'ekonomi', 'terim']"
"agulama","agulama","['is']"
"aguş","aguş","['el']"
"ağa","ağa","['ağa', 'mal']"
"ağa","ağa","['ağa', 'evli']"
"ağa","ağa","['mal', 'ağa']"
"ağa","ağa","['ağa', 'han']"
"ağa","ağa","['ağa', 'büyük']"
"ağa","ağa","['erkek', 'ağa']"
"ağababa","ağababa","['baba', 'ağa']"
"ağababa","ağababa","['ağababa']"
"ağababa","ağababa","['baba']"
"ağabey","ağabey","['baba']"
"ağabey","ağabey","['erkek']"
"ağabeylik","ağabey","['ağabey']"
"ağaç","ağaç","['ağaç', 'bitki', 'meyve']"
"ağaç","ağaç","['dir', 'ağaç', 'direk']"
"ağaç","ağaç","['ağaç', 'bitki', 'meyve', 'ağacın']"
"ağaççık","ağaççık","['ağaç']"
"ağaççılık","ağaççılık","['meslek']"
"ağaçdelen","ağaçdelen","['ağaç', 'böcek']"
"ağaçkakan","ağaçkakan","['kuş', 'hayvan', 'ağaç', 'kedi']"
"ağaçkesen","ağaçkesen","['böcek', 'ağaç', 'bitki']"
"ağaçlama","ağaçlama","['ağaçlama']"
"ağaçlandırılma","ağaçlandır","['görev', 'ibadet']"
"ağaçlandırma","ağaçlandır","['ibadet', 'hizmet']"
"ağaçlanma","ağaçla","['ağaçla']"
"ağaçlaşma","ağaçlaş","['ağaçlaş']"
"ağaçlaşma","ağaçlaş","['süreç', 'bakıma', 'süre']"
"ağaçlık","ağaçlık","['mahal', 'mahalle', 'bölge', 'yerde']"
"ağaçlık","ağaçlık","['mahal', 'yerde', 'bölge', 'yere']"
"ağaçsızlık","ağaçsız","['ağaçsız']"
"ağaç arısı","ağaç arı","['kedi', 'sinek', 'cins']"
"ağaç balı","ağaç bal","['zam', 'şifa']"
"ağaç biti","ağaç bit","['böcek', 'sinek', 'ağaç', 'bit']"
"ağaç çileği","ağaç çilek","['meyve', 'şe']"
"ağaç ebegümeci","ağaç ebegümeci","['bitki', 'ağaç', 'meyve', 'ot']"
"ağaç kaplama","ağaç kaplama","['kaplama', 'yapı', 'inşaat', 'çatı', 'örtü']"
"ağaç kavunu","ağaç kavun","['ağaç', 'bitki', 'meyve']"
"ağaç kavunu","ağaç kavun","['meyve', 'ağaç', 'yemiş']"
"ağaç kurbağası","ağaç kurbağa","['kurb', 'ağaç', 'insan']"
"ağaç kurdu","ağaç kur","['sinek', 'böcek', 'hayvan', 'kuş', 'insan']"
"ağaç küpesi","ağaç küpe","['hat', 'ha']"
"ağaç mantarı","ağaç mantar","['baz', 'alk', 'bazi', 'bakteri', 'amin']"
"ağaç minesi","ağaç mine","['ağaç', 'tane', 'bitki', 'mine']"
"ağaç mobilya","ağaç mobilya","['mobilya', 'eşya', 'obj', 'araç', 'aksesuar']"
"ağaç nemi","ağaç nem","['kat', 'miktar', 'yüzde']"
"ağaç oyma","ağaç oyma","['teknik', 'işleme', 'baskı']"
"ağaç parkı","ağaç park","['orman', 'sit', 'bilim', 'ekosistem', 'park']"
"ağaç sakızı","ağaç sakız","['reç', 'sakız']"
"ağaç sansarı","ağaç sansar","['meme', 'hayvan']"
"ağaç serçesi","ağaç serçe","['cin', 'er']"
"ağaç yılanı","ağaç yılan","['yılan', 'cin']"
"ağalanma","ağala","['ağala']"
"ağalık","ağa","['ağa']"
"ağalık","ağa","['ağa']"
"ağarma","ağar","['gün']"
"ağarma","ağar","['ağar']"
"ağartı","ağartı","['kat', 'miktar', 'süre']"
"ağartı","ağartı","['ışık', 'enerji']"
"ağartılma","ağart","['bakıma']"
"ağartma","ağart","['is']"
"ağa kapısı","ağa kapı","['oda', 'kat', 'daire', 'han']"
"ağa yamağı","ağa yamak","['emir', 'za', 'vali', 'memur']"
"ağbenek","ağbenek","['hayvan', 'hastalık']"
"ağbenek","ağbenek","['bitki', 'ağaç', 'mantar', 'hayvan']"
"ağbeneklilik","ağbenekli","['hastalık', 'hastalığa', 'özellik', 'erdem']"
"ağcı","ağcı","['ağcı']"
"ağcık","ağcık","['tel', 'bitki', 'ağaç', 'hayvan']"
"ağcılık","ağcılık","['hobi', 'meslek', 'spor']"
"ağda","ağda","['tatlı', 'nevi', 'iğne']"
"ağdacı","ağdac","['işçi']"
"ağdacı","ağdac","['ric']"
"ağdacılık","ağdacı","['meslek', 'hobi', 'zan']"
"ağdalanma","ağdala","['ağdala']"
"ağdalaşma","ağdalaş","['ağdalaş']"
"ağdalaştırma","ağdalaş","['ibadet']"
"ağdalık","ağda","['ağda']"
"ağdalılık","ağdalı","['özellik']"
"ağdırma","ağdır","['ağdır']"
"ağı","ağ","['zehir', 'zehirli', 'ken']"
"ağıl","ağıl","['yerde', 'ev']"
"ağıl","ağıl","['ha', 'yerin']"
"ağıl","ağıl","['küme']"
"ağılama","ağıla","['zehir', 'hayvan', 'ken']"
"ağılandırma","ağılan","['işlem']"
"ağılanma","ağıla","['ağıla']"
"ağılaşma","ağılaş","['ağılaş']"
"ağılı böcek","ağı böcek","['hayvan']"
"ağıllanma","ağılla","['ağılla']"
"ağım","ağı","['ip', 'ken']"
"ağınma","ağın","['ağın']"
"ağırayak","ağırayak","['erkek', 'kadın', 'evli']"
"ağırbaşlılık","ağırbaşlı","['ciddiye', 'vaka']"
"ağırcanlılık","ağırcanlı","['erdem', 'özellik', 'davranış']"
"ağırellilik","ağırelli","['ağırelli']"
"ağırkanlı","ağırkanlı","['ağırkanlı']"
"ağırkanlı","ağırkanlı","['kişilik', 'insan', 'kiş']"
"ağırkanlılık","ağırkanlı","['ağırkanlı']"
"ağırlama","ağırla","['tören', 'rit', 'eğlence', 'hizmet']"
"ağırlama","ağırla","['ibadet']"
"ağırlanma","ağırla","['ağırla']"
"ağırlaşma","ağırlaş","['durum']"
"ağırlaştırma","ağırlaş","['görev']"
"ağırlatma","ağırla","['ağırla']"
"ağırlık","ağırlık","['cis', 'yüzde']"
"ağırlık","ağırlık","['km', 'cm', 'kg', 'kat']"
"ağırlık","ağırlık","['yüzde']"
"ağırlık","ağırlık","['yüzde', 'cm', 'kg', 'gram']"
"ağırlık","ağırlık","['cis', 'yüzde']"
"ağırlık","ağırlık","['miktar', 'gram', 'kg']"
"ağırlık","ağırlık","['cis', 'ağırlık']"
"ağırlık","ağırlık","['cüz', 'kül', 'kat']"
"ağırlık","ağırlık","['cm', 'yüzde', 'kg']"
"ağırlık","ağırlık","['cm', 'kg', 'km']"
"ağırlık","ağırlık","['kg']"
"ağırlık","ağırlık","['cis', 'ağırlık', 'miktar']"
"ağırlık","ağırlık","['cis', 'yüzde']"
"ağırlık","ağırlık","['değer', 'yüzde', 'miktar', 'ağırlık']"
"ağırlık","ağırlık","['değer', 'kat', 'miktar']"
"ağırlık","ağırlık","['yüzde', 'değer', 'şeye']"
"ağırlık","ağırlık","['şeye', 'şeyin', 'cis']"
"ağırlık","ağırlık","['cm', 'kat', 'kg']"
"ağırlık merkezi","ağırlık merkez","['km', 'cis', 'cm', 'kg']"
"ağırlık merkezi","ağırlık merkez","['merkez', 'km', 'yerde']"
"ağırsama","ağırsa","['hareket']"
"ağırşak","ağırşak","['cis', 'cisim']"
"ağırşak","ağırşak","['iğ', 'iplik', 'ip']"
"ağırşaklanma","ağırşakla","['ağırşakla']"
"ağırtop","ağırtop","['ağırtop']"
"ağır aksak","ağır aksak","['sistem']"
"ağır aksak","ağır aksak","['hareket']"
"ağır aksak","ağır aksak","['rit', 'tar', 'icra', 'terk']"
"ağır araç","ağır araç","['araç', 'makina']"
"ağır ceza","ağır ceza","['kat', 'ceza', 'taksi']"
"ağır hapis cezası","ağır hapis ceza","['kat', 'mis', 'taksi']"
"ağır hastalık","ağır hastalık","['af']"
"ağır hava","ağır hava","['hava', 'kir', 'toz', 'atmosfer']"
"ağır hava","ağır hava","['dans', 'rit', 'hava', 'müzik']"
"ağır hidrojen","ağır hidrojen","['hidrojen', 'element', 'madde', 'baz']"
"ağır iş","ağır iş","['af']"
"ağır kayıp","ağır kayıp","['kat', 'yüzde']"
"ağır kayıp","ağır kayıp","['kişiye']"
"ağır kusur","ağır kusur","['kaza', 'hata', 'ceza', 'kusur']"
"ağır küre","ağır küre","['cisim', 'kür', 'kütle']"
"ağır makineli","ağır makine","['tüfek', 'silah', 'araç', 'silahlı']"
"ağır para cezası","ağır para ceza","['ceza', 'taksi', 'af', 'zam']"
"ağır sanayi","ağır sanayi","['sanayi', 'makina', 'endüstri', 'makine', 'fabrika']"
"ağır sıklet","ağır sıklet","['kategori', 'derece', 'mil', 'yarış']"
"ağır söz","ağır söz","['af', 'mec']"
"ağır su","ağır su","['sıvı', 'su', 'buhar', 'gaz']"
"ağır uyku","ağır uyku","['af']"
"ağır vasıta","ağır vasıta","['araç', 'makina', 'makine']"
"ağır vasıta ehliyeti","ağır vasıta ehliyet","['ehliyet', 'araç', 'taksi']"
"ağır yağ","ağır yağ","['kat', 'miktar', 'baz']"
"ağış","ağış","['su', 'bitki', 'hayvan']"
"ağış","ağış","['ağış']"
"ağıt","ağıt","['na']"
"ağıt","ağıt","['ağı', 'na', 'i']"
"ağıtçı","ağıtçı","['ağıtçı']"
"ağıtçılık","ağıtçılık","['meslek', 'ken']"
"ağıtlama","ağıtla","['rit', 'dua', 'tören', 'mani']"
"ağızlama","ağızla","['ağızla']"
"ağızlaşma","ağızlaş","['ağızlaş']"
"ağızlık","ağız","['kafes', 'pen']"
"ağızlık","ağız","['ağız']"
"ağızlık","ağız","['çö']"
"ağızlık","ağız","['diş', 'alet', 'çene', 'organ']"
"ağızlık","ağız","['nevi']"
"ağızlık","ağız","['ağız']"
"ağızlık","ağız","['kap']"
"ağızlık","ağız","['ağız']"
"ağızlık","ağız","['diş', 'adet', 'ağız']"
"ağızlık","ağız","['araç', 'diş']"
"ağızlıkçı","ağızlık","['ağızlık']"
"ağızlıkçılık","ağızlıkçı","['meslek']"
"ağızotu","ağızot","['anti', 'madde', 'diş']"
"ağızsıl ünlü","ağızsıl ünlü","['kelime', 'dil', 'ism']"
"ağız alışkanlığı","ağız alışkanlık","['alışkanlık', 'hastalık', 'tik']"
"ağız birliği","ağız birlik","['mec']"
"ağız dalaşı","ağız dalaş","['mec']"
"ağız değişikliği","ağız değişiklik","['tab', 'başka', 'ek']"
"ağız kalabalığı","ağız kalabalık","['ağız kalabalık']"
"ağız kavafı","ağız kavaf","['ağız kavaf']"
"ağız kavgası","ağız kavga","['mec']"
"ağız kâhyası","ağız kâhya","['ağız kâhya']"
"ağız kokusu","ağız koku","['nas', 'ille', 'af']"
"ağız kokusu","ağız koku","['hastalık', 'koku', 'rahatsızlık']"
"ağız nişanı","ağız nişan","['ağız nişan']"
"ağız şakası","ağız şaka","['mec', 'şaka']"
"ağız tadı","ağız tad","['kat', 'ölçü']"
"ağız tatsızlığı","ağız tatsızlık","['hastalık']"
"ağız tüfeği","ağız tüfek","['nevi', 'silah']"
"ağız tütünü","ağız tütün","['içki', 'tütün', 'sigara']"
"ağız ünlüsü","ağız ünlü","['ünlü', 'çene', 'dil', 'ses']"
"ağız ünsüzü","ağız ünsüz","['ses', 'nefes', 'zam']"
"ağız (II)","ağız ( ii )","['meme', 'diş', 'sıvı']"
"ağız (I)","ağız ( i )","['diş', 'çene', 'dil', 'cis', 'organ']"
"ağız (I)","ağız ( i )","['dil']"
"ağız (I)","ağız ( i )","['diş', 'çene', 'cis', 'dil']"
"ağız (I)","ağız ( i )","['dil']"
"ağız (I)","ağız ( i )","['ağız i']"
"ağız (I)","ağız ( i )","['dil', 'dilin', 'ses']"
"ağız (I)","ağız ( i )","['çene', 'diş']"
"ağız (I)","ağız ( i )","['yerde', 'kavşak', 'geçit']"
"ağız (I)","ağız ( i )","['ağız', 'deniz']"
"ağız (I)","ağız ( i )","['su']"
"ağız (I)","ağız ( i )","['ağız i']"
"ağız (I)","ağız ( i )","['dil', 'bölge', 'ses', 'yöre']"
"ağız (I)","ağız ( i )","['çene', 'kulak', 'diş', 'cis', 'organ']"
"ağı ağacı","ağ ağac","['ağaç', 'ağacın', 'şe']"
"ağı çiçeği","ağ çiçek","['ağı', 'ağ']"
"ağı otu","ağ ot","['şah']"
"ağlama","ağla","['ağla']"
"ağlanma","ağla","['ağla']"
"ağlantı","ağlantı","['mani', 'tik']"
"ağlaşma","ağlaş","['ağlaş']"
"ağlatı","ağla","['mani', 'eğlence']"
"ağlatıcı","ağla","['şeye', 'sebep', 'şeyin']"
"ağlatış","ağlat","['ağlat']"
"ağlatma","ağla","['ağla']"
"ağlayıcı","ağlayı","['ağlayı']"
"ağlayıcılık","ağlayıcı","['ağlayıcı']"
"ağlayış","ağlay","['ira']"
"ağma","ağ","['ağ']"
"ağma","ağ","['şe']"
"ağnam","ağnam","['vergi', 'yüzde']"
"ağnama","ağna","['ağna']"
"ağnamcı","ağnamc","['ağnamc']"
"ağraz","ağraz","['sey', 'hâl']"
"ağrı","ağrı","['hastalık', 'ağrı']"
"ağrıma","ağrı","['hastalık', 'ateş', 'hastalığa', 'hastalığın']"
"ağrıma","ağrı","['hastalık', 'sebeb']"
"ağrıma asalakları","ağrı asalak","['insan', 'bütün']"
"ağrısızlık","ağrısız","['hastalık', 'durum']"
"ağrıtma","ağrıt","['ağrıt']"
"ağrı kesici","ağrı kes","['hap', 'ilaç']"
